135,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPX355292","2009","2009","SALLE DE RADIOLOGIE","CODEP-LIL-2020-028192","14/05/2020","D620235","84","13","16","CCD","true"
161,"yes","Cone Beam","VATECH","D052SB","XG 061 1755","2015",,"SALLE PANORAMIQUE",,,,"94","8,7","18","CCD","true"
175,"yes","Cone Beam","VATECH","D052SB","XGO 68-000106",2016,,"SALLE PANORAMIQUE",,,,"94","8","4,9","CCD","true"
180,"yes","Cone Beam","TROPHY","CS 8100 3D","FIXH037","2017","2017","SALLE PANORAMIQUE","CODEP-LIL-2018-043809","30/08/2018","D590177","90","12","15","CCD","true"
197,"yes","Cone Beam","SIRONA","Orthophos XG 3D","629184","2012","2012","SALLE DE RADIOLOGIE","CODEP-LIL-2021-024579","20/05/2021","D620354","90","15","14,1","CCD","true"
207,"yes","Cone Beam","VATECH","D052SB","068-001400","2019","2020","SALLE DE RADIOLOGIE","CODEP-LIL-2020-060857","14/12/2020","D590417","94","12","13,5","CCD","true"
230,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPX355652",2019,,"SALLE PANORAMIQUE",,,,"90","12","12","ERLM","true"
232,"yes","Cone Beam","CARESTREAM","CS 8100 3D","EBXH 059","2016",,"SALLE PANORAMIQUE","CODEP-LIL-2020-038901","29/07/2020","D590480","90","3.2","15","CCD","true"
235,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPX357069","2012",2012,"SALLE PANORAMIQUE","CODEP-LIL-2018-056249","26/11/2018","D590212","90","14","19","CCD","true"
250,"yes","Cone Beam","SIRONA","Orthophos XG 3","632627","2018","2019","SALLE PANORAMIQUE","CODEP-LIL-2019-025459",2019-06-06,"D590298","85","15","14,1","CCD","false"
265,"yes","Cone Beam","PLANMECA","Pro Max 3D","KPP 4000363","2013",,"SALLE PANORAMIQUE",,,,"90","10","15","CCD","true"
296,"yes","Cone Beam","MY RAY","708 H","708H1124","2019","2020","SALLE PANORAMIQUE","CODEP-LIL-2020-028217","14/05/2020","D590409","90","12","2.4","CCD","true"
321,"yes","Cone Beam","MY RAY","Hyperion X5 3D","708HO 402","2017",,"SALLE PANORAMIQUE",,,,"90","8","10","CCD","true"
328,"yes","Cone Beam","SIRONA","ORTHOPHOS 3D","1400384",2019,,"SALLE PANORAMIQUE","CODEP-LIL-2021-024254","19/05/2021","D590365","85","10","14","CCD","false"
337,"yes","Cone Beam","MORITA","D-051","DG 07810",2021,"2021","SALLE PANORAMIQUE","CODEP-LIL-2021-053265","11/11/2021","D590238","90","6","9.4","CCD","false"
353,"yes","Cone Beam","VATECH","GREEN 16","XG 068 000335","2018",,"SALLE PANORAMIQUE",,,,"94","12","13.5","CCD","false"
358,"yes","Cone Beam","VATECH","PHT-30LFO","XG061-002769","2016","2016","SALLE DE RADIOLOGIE","CODEP-LIL-2021-044559","24/09/2021","D620165","94","8,4","18","CCD","true"
367,"yes","Cone Beam","SIRONA","Orthophos XG 3D","BO375","2013","2013","SALLE DE RADIOLOGIE","CODEP-LIL-2021-051390","01/11/2021","D590726","85","15","14,4","CCD","true"
368,"yes","Cone Beam","MORITA","EX 2","H 18007","2019",,"SALLE PANORAMIQUE","CODEP-LIL-2019-044073","17/10/2019","D590344","90","3","9,4","CCD","false"
370,"yes","Cone Beam","SIRONA","Orthophos S 2D","1400042","2020","2021","SALLE DE RADIOLOGIE","CODEP-LIL-2021-015228","25/03/2021","D590681","90","12","14,1","CCD","true"
382,"yes","Cone Beam","VATECH","D052SB","068-000116","2016","2016","SALLE DE RADIOLOGIE","CODEP-LIL-2020-048716 ","06/10/2020","D590027","94","12","9","CCD","true"
413,"yes","Cone Beam","TROPHY","CS 8100 3D","GLXH 074","2018","2018","SALLE DE RADIOLOGIE","CODEP-LIL-2021-045274","30/09/2021","D590247","90","10","15","CCD","true"
422,"yes","Cone Beam","TROPHY","CS 8100 3D","DKXH 117","2015","2015","SALLE DE RADIOLOGIE","CODEP-LIL-2021-012548","09/03/2021","D620339","90","5","11,9","CCD","true"
426,"yes","Cone Beam","OWANDY","Imax 3D","19090545","2019","2020","SALLE DE RADIOLOGIE","CODEP-LIL-2019-0511428","08/12/2019","D620204","84","9","14","CCD","true"
435,"yes","Cone Beam","VATECH","D052SB","069 002718",2019,,"SALLE PANORAMIQUE",,,,"94","8,7","11","CCD","false"
436,"yes","Cone Beam","PLANMECA","Pro Max 3D","NTP670088","2011","2011","SALLE DE RADIOLOGIE","CODEP-LIL-2020-010117","04/02/2020","D620213","90","14","23","CCD","true"
439,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPXV 3062075","2016","2016","SALLE DE RADIOLOGIE","CODEP-LIL-2019-044744","21/10/2019","D590293","90","9","14,9","CCD","true"
449,"yes","Cone Beam","CARESTREAM","CS 8100 3D","DIXH 048","2015",,"SALLE PANORAMIQUE","CODEP-LIL-2021-011158","01/03/2021","D5900130","84","6.3","15","CCD","true"
453,"yes","Cone Beam","OWANDY","Imax 3D","19120884","2019","2020","SALLE PANORAMIQUE",,,,"85","7","10","CCD","false"
455,"yes","Cone Beam","VATECH","PAX 13D SMART","061 002639","2016",,"SALLE PANORAMIQUE",,,,"94","8.4","18","ERLM","true"
461,"yes","Cone Beam","VATECH","D052SB","XG-061-0046887",2017,,"SALLE PANORAMIQUE",,,,"94","7.8","18","CCD","true"
464,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPP 103030","2012",,," "," ",,,,,"CCD","true"
467,"yes","Cone Beam","PLANMECA","Pro Max 3D","NTP 670008","2010","2020","SALLE DE RADIOLOGIE","CODEP-LIL-2021-22512","06/05/2021","D590159","90","13","22","CCD","true"
469,"yes","Cone Beam","SIRONA","Orthophos XG 3","629167","2012","2012","SALLE DE RADIOLOGIE","CODEP-LIL-2018-038138","20/07/2018","D590169","90","15","14,1","CCD","true"
524,"yes","Cone Beam","CARESTREAM","CS 8100 3D","HBXVH 136","2019",,"SALLE PANORAMIQUE",,,,"90","3,2","15","CCD","false"
530,"yes","Cone Beam","PLANMECA","Pro Max 3D Mid","NTPV6072336   Générateur KPP18010063","2018","2018","SALLE PANORAMIQUE"," CODEP-LIL-2020-038256","23/07/2020","D590468","90","12","9-33","CCD","true"
536,"yes","Cone Beam","VATECH","PTH 35 LHS","069002719",2019,,"SALLE PANORAMIQUE","CODEP-LIL-2021-018697","15/04/2021","D620181","94","8.4","18","CCD","true"
539,"yes","Cone Beam","MORITA","X550","X7B83K000116","2021","2021","SALLE PANORAMIQUE","CODEP-LIL-2020-035257","04/07/2020","D590433","90","6","14.8","CCD","false"
540,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPX357434 / KPP4000549","2013","2013","SALLE PANORAMIQUE","CODEP-LIL-2021-056179","29/11/2021","D590753","68","13","19","CCD","true"
554,"yes","Cone Beam","VATECH","D052SB","061-005005","2018","2021","SALLE DE RADIOLOGIE","CODEP-LIL-2021-008617","15/02/2021","D620289","94","12","9","CCD","true"
562,"yes","Cone Beam","PLANMECA","Pro Max 3D","KPP 18020020","2018",,"SALLE PANORAMIQUE",,,,"90","6.3","12","CCD","true"
582,"yes","Cone Beam","CARESTREAM","K9100 C 3D","ACXX190","2012",,"SALLE PANORAMIQUE",,,,"74","10","10.8","CCD","false"
585,"yes","Cone Beam","SIRONA","Orthophos XG 3","29321","2012","2012","SALLE DE RADIOLOGIE","CODEP-LIL-2020-057397 ","24/11/2020","D620104","85","8","8,9","CCD","true"
607,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPXV 3062132","2017","2017","SALLE DE RADIOLOGIE","CODEP-LIL-2018-036353","12/07/2018","D590164","90","8","15","CCD","true"
614,"yes","Cone Beam","CARESTREAM","CS 8100 3D","HBXH 017","2019",,"SALLE PANORAMIQUE","CODEP-LIL-2019-028860","26/06/2019","D590305","85","12","15","CCD","true"
616,"yes","Cone Beam","CARESTREAM","CS 8100 3D","JFXF 021","2021","2021","SALLE DE RADIOLOGIE","CODEP-LIL-2021-034589","16/07/2021","D590146","90","10","15","CCD","false"
617,"yes","Cone Beam","HDX-WILL","Dentri","DNRa18L072","2018","2019","SALLE PANORAMIQUE","CODEP-LIL-2019-050662","03/12/2019","D590058","90","10",,"CCD","false"
626,"yes","Cone Beam","MORITA","X550","X7B3K0000105","2021","2021","SALLE PANORAMIQUE","CODEP-LIL-2021-022545","06/05/2021","D590196","90","6","9.4","CCD","true"
631,"yes","Cone Beam","CARESTREAM","CS 8100 3D","FBXH 048","2017",,"SALLE PANORAMIQUE",,,,"95","6.3","15","CCD","true"
676,"yes","Cone Beam","OWANDY","Imax 3D","19010340","2019","2019","SALLE DE RADIOLOGIE","CODEP-LIL-2020-051104 ","20/10/2020","D620194","84","10","14","CCD","false"
707,"yes","Cone Beam","OWANDY","Imax 3D","19110845","2019","2019","SALLE DE RADIOLOGIE","CODEP-LIL-2020-011221","07/02/2020","D620216","86","12,5","14,4","CCD","false"
731,"yes","Cone Beam","KAVO","OP 3D","KT1700270","2017",,"SALLE PANORAMIQUE"," CODEP-LIL-2018-021166"," 07/05/2018","D590133","95","10","9","CCD","false"
747,"yes","Cone Beam","CARESTREAM","CS 8100 3D","FK XH 185",2017,,"SALLE PANORAMIQUE",,,,"90","3.2","7","CCD","false"
753,"yes","Cone Beam","PLANMECA","Pro Max 3D","2J31126","2012","2015","SALLE PANORAMIQUE",,,,"90","12","12","CCD","true"
757,"yes","Cone Beam","VATECH","D052SB","069-004431","2019","2020","SALLE DE RADIOLOGIE","CODEP-LIL-2020-035876","08/07/2020","D590436","94","12","13,5","CCD","true"
758,"yes","Cone Beam","TROPHY","KODAK 9000 3D","WJXX 005","2008","2008","SALLE DE RADIOLOGIE","CODEP-LIL-2020-056867","23/11/2020","D590587","90","10","14,3","CCD","true"
771,"yes","Cone Beam","VATECH","DO 51","XG 039 0098","2010",,"SALLE PANORAMIQUE",,,,"94","7,7","9","CCD","false"
781,"yes","Cone Beam","SIRONA","Orthophos XG 3D","632691","2018",,"SALLE PANORAMIQUE",,,,"85","8","10","CCD","false"
791,"yes","Cone Beam","SIRONA","Orthophos SL3D","500998",2016,2017,"SALLE PANORAMIQUE",,,,"90","12","14","CCD","false"
795,"yes","Cone Beam","VATECH","D052SB","XG 052 1411","2014",,"SALLE PANORAMIQUE",,,,"89","5,9","24","CCD","true"
799,"yes","Cone Beam","CARESTREAM","CS 8100 3D","JBXH285","2021","2021","SALLE PANORAMIQUE","Dec-2016-59-606-0754-01","17/03/2016",,"80","13","14","CCD","false"
802,"yes","Cone Beam","CARESTREAM","CS 8100 3D","DJXH 104","2015",,"SALLE PANORAMIQUE",,,,"84","6.3","15","CCD","true"
807,"yes","Cone Beam","CARESTREAM","CS 8100 3D","GJXH","2018",,"SALLE PANORAMIQUE","CODEP-LIL-2021-016728","04/04/2021","D590685","90","10","15","CCD","false"
811,"yes","Cone Beam","MORITA","X550","DK 4011","2015","2015","SALLE PANORAMIQUE","CODEP-LIL-2017-045968 ","10/11/2017","D620038","90","6","9 à 16","CCD","true"
817,"yes","Cone Beam","VATECH","PAX-i3D","XG052-1962",2015,"2015","SALLE PANORAMIQUE","CODEP-LIL-2021-010003","23/02/2021","D590656","89","5","12","CCD","true"
821,"yes","Cone Beam","MORITA","XH 550","GE4002","2018","2018","SALLE DE RADIOLOGIE","CODEP-LIL-2019-031472","11/07/2019","D590312","90","10","9,4","CCD","true"
840,"yes","Cone Beam","MY RAY","Hyperion X9 Pro","70A10345","2019","2020","SALLE PANORAMIQUE","CODEP-LIL-2021-002001","11/01/2021","D590060","90","12","12,7","CCD","false"
841,"yes","Cone Beam","CARESTREAM","CS 8100 3D","GLXH 131","2019","2019","SALLE DE RADIOLOGIE",,,,"90","10","15","CCD","true"
868,"yes","Cone Beam","SIRONA","Orthophos XG 3D","632188","2017",,"SALLE PANORAMIQUE",,,,"85","5","14.4","CCD","false"
891,"yes","Cone Beam","PLANMECA","Pro Max 3D","TPXV 3063317","2018","2018","SALLE DE RADIOLOGIE","CODEP-LIL-2019-022698","17/05/2019","D590294","90","9","14,9","CCD","true"
892,"yes","Cone Beam","CARESTREAM","CS 8100 3D","IBXH 090","2020",,"SALLE PANORAMIQUE",,,,"90","3.2","15","ERLM","false"
893,"yes","Cone Beam","OWANDY","Imax 3D","20021112","2015","2020","SALLE PANORAMIQUE","CODEP-LIL-2020-049455","11/10/2020","D590144","84","9","14","CCD","false"
902,"yes","Cone Beam","SIRONA","Orthophos SL3D","6464999/503013",2018,2020,"SALLE PANORAMIQUE",,,,"85","10","4.4","CCD","true"
903,"yes","Cone Beam","VATECH","D052SB","068-002303",2020,2021,"SALLE PANORAMIQUE","CODEP-LIL-2021-042715","15/09/2021","D590210","94","12","14.1","CCD","false"
910,"yes","Cone Beam","SATELEC","X Mind Trium","XT03072C","2019","04/07/2019","SALLE PANORAMIQUE","CODEP-LIL-2020-036003","08/07/2020","D620243",,,,"CCD","false"
916,"yes","Cone Beam","CARESTREAM","CS9000","AJXX 294",2012,,"SALLE PANORAMIQUE","CODEP-LIL-2021-040336","31/08/2021","D620315","74","10","14.3","CCD","false"
923,"yes","Cone Beam","VATECH","D052SB","069-007090",2020,2021,"SALLE PANORAMIQUE","CODEP-LIL-2021-019093","17/04/2021","D590586","94","12","13","CCD","false"
924,"yes","Cone Beam","SIRONA","Orthophos S 2D","9267",2019,"2020","SALLE PANORAMIQUE",,,,"90","12","14.4","CCD","false"
950,"yes","Cone Beam","VATECH","EZ 3Di","069-000683",2017,,"SALLE PANORAMIQUE",,,,"94","12","16.4","CCD","false"
959,"yes","Cone Beam","MORITA","X550","AK4108","2012","2020","SALLE PANORAMIQUE","CODEP-LIL-2020-021103","10/03/2020","D590398","90","5","9,4","CCD","false"
960,"yes","Cone Beam","VATECH","PHT 60 CFO XG","055-0079","2013","2013","SALLE DE SOINS 2",,,"D620015","95","7,8","5,9","CCD","true"
974,"yes","Cone Beam","VATECH","D052SB","069-005597",2020,,"SALLE PANORAMIQUE","CODEP-LIL-2018-006091","29/01/2018","D620060","94","12","13.5","CCD","false"
977,"yes","Cone Beam","VATECH","PAX 13D SMART",,,,"SALLE PANORAMIQUE",,,,"79","12","16.4","CCD","false"
978,"yes","Cone Beam","CARESTREAM","CS 8100 3D","HKXH006","2019",,"SALLE PANORAMIQUE",,,,"90","15",,"CCD","false"
981,"yes","Cone Beam","VATECH","PAX 13D SMART","069-007262",2020,,"SALLE PANORAMIQUE","CODEP-IL-2021-"," ","D590","90","16","1.9","CCD","false"
11,"yes","mobile","VATECH","D0801B","78A074000493","2020","2020","SALLE DE SOINS 1","CODEP-LIL-2020-060624","11/12/2020","D620031","65","2,5","0,12","CCD","false"
382,"yes","mobile","BLUE X","Intra Os","3105TF1492","2015","2015","SALLE DE SOINS 4","CODEP-LIL-2020-048716 ","06/10/2020","D590027","70","8","0,04","CCD","true"
14,"yes","pano cephalo 2D","TROPHY","KODAK 9000 C","XJXX 029","2009","2009","SALLE DE RADIOLOGIE","CODEP-LIL-2020-055272","16/11/2020","D590580","70","10","14,3","CCD","true"
29,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D cepha","50793","2016","2017","SALLE DE RADIOLOGIE","CODEP-LIL-2020-029091","25/05/2020","D590410","80","15","14,1","CCD","true"
30,"yes","pano cephalo 2D","VATECH","PAX-iOP",,"2019",,"SALLE PANORAMIQUE","CODEP-LIL-2019-028001","23/06/2019","D590125","90","10","5.4","CCD","true"
36,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","1768","2005",2005,"SALLE DE RADIOLOGIE","DEC-2005-59-17-0088-01",2021-02-07,,"73","15","9.4","CCD","true"
71,"yes","pano cephalo 2D","VATECH","PCH-2500","XG047 4887","2014"," ","SALLE PANORAMIQUE",,,,"72","10","13.5","CCD","true"
85,"yes","pano cephalo 2D","CARESTREAM","CS 8100","HAX 1019","2019",,"SALLE PANORAMIQUE"," "," ",,"73","10","10.8","CCD","false"
89,"yes","pano cephalo 2D","PLANMECA","Proline EC","RTH 023130","2002","2002","SALLE PANORAMIQUE","Dec-2009-62-108-0314-01",,,"66","8","18","CCD","true"
90,"yes","pano cephalo 2D","CARESTREAM","CS 8100","BGXEO36","2013","2013","SALLE PANORAMIQUE","CODEP-LIL-2018-043747","30/08/2018","D620108","73","12","10,8","CCD","true"
98,"yes","pano cephalo 2D","OWANDY","Imax Touch","11041214","2011","2012","SALLE PANORAMIQUE","CODEP-LIL-2012-050371","19/09/2012",,"76","6","13.8","CCD","true"
116,"yes","pano cephalo 2D","RAYSCAN","SC","RAP16C0367","2017",2017,"SALLE PANORAMIQUE","CODEP-LIL-2017-035299","30/08/2017","D620016","80","12","13.6","CCD","true"
121,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D","49256","2012",2012,"SALLE PANORAMIQUE","CODEP-LIL-2021-032710","06/07/2021","D620364","90","16",,"CCD","true"
143,"yes","pano cephalo 2D","PLANMECA","Pro Max 3D","KPP19104487","2021","2021","SALLE PANORAMIQUE"," CODEP-lil-2021-022058"," 05/05/2021","D620352","90","11","8,7","CCD","false"
145,"yes","pano cephalo 2D","SIRONA","Orthophos","1563382","2021","2021","SALLE PANORAMIQUE","CODEP-LIL-2021-020290","26/04/2021","D620349","64","8","14,1",,"false"
148,"yes","pano cephalo 2D","TROPHY","CS 8100","GAXH031","2018","2019","SALLE PANORAMIQUE",,,,"82","8","10","CCD","true"
173,"yes","pano cephalo 2D","PLANMECA","Pro One","PTH112463","2012","2012","SALLE PANORAMIQUE","CODEP-LIL-2017-3955","19/092017","D590034","70","7","15","CCD","true"
174,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","02461","2005",,"SALLE PANORAMIQUE","CODEP-LIL-2020-037373","19/07/2020","D620262","77","14","9.4","CCD","true"
217,"yes","pano cephalo 2D","SIRONA","Orthophos XG 5 Ceph","88244","2011",,"SALLE PANORAMIQUE","CODEP-LIL-2020-058158","28/11/2020","D590597","73","15","14,9","CCD","true"
231,"yes","pano cephalo 2D","SIRONA","Orthophos XG5","90084","2013",2020,"SALLE PANORAMIQUE","LIL-2020-046496","23/09/2020","D590514","90","16","9,4","ERLM","true"
244,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D","113620","2017","2017","SALLE PANORAMIQUE","CODEP-LIL-2019-039525","16/09/2019","D590026","64","8","14,1","ERLM","true"
246,"yes","pano cephalo 2D","VILLA SISTEMI MEDICALI","STRATO X","05020637","2005","2005","SALLE PANORAMIQUE","CODEP-LIL-2019-035560","12/08/2018","D590319","72","6","15","CCD","true"
272,"yes","pano cephalo 2D","SIRONA","Orthophos","88161","2011",,"SALLE PANORAMIQUE","CODEP-LIL-2020-037335","17/07/2020","D590461","64","8","14.1","CCD","true"
274,"yes","pano cephalo 2D","TROPHY","CS 8100","FLXG 049","2017","2017","SALLE DE RADIOLOGIE","CODEP-LIL-2018-048645","05/10/2018","D620113","73","12","10,8","CCD","true"
276,"yes","pano cephalo 2D","KAVO","OP 3D","2008808","2020","2020","SALLE PANORAMIQUE","Dec-2012-62-318-0424-01  CODEP-LIL-2012-024353",,,"85","8","10,5","CCD","true"
277,"yes","pano cephalo 2D","SIRONA","Orthophos 3","105555","2009","2009","SALLE PANORAMIQUE","CODEP-LIL-2021-027515",2021-06-09,"D620358","64","8","14,1","CCD","true"
289,"yes","pano cephalo 2D","RAYSCAN","SC2D","RAP 1550094","2015",,"SALLE PANORAMIQUE","CODEP-LIL-2017-046999","19/11/2017","D590069","80","13","13,5","CCD","false"
334,"yes","pano cephalo 2D","PLANMECA","Proline EC","RTH 023294","2002","2002","SALLE DE RADIOLOGIE","CODEP-LIL-2020-054556 ","11/11/2020","D590572 ","80","12","23","CCD","true"
336,"yes","pano cephalo 2D","PLANMECA","Proline XC","431056","2009","2009","SALLE DE RADIOLOGIE","CODEP-LIL-2020-36675","14/07/2020","D590448","70","12","18","CCD","true"
346,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D cepha","92575","2018","2018","SALLE DE RADIOLOGIE","CODEP-LIL-2019-000777","07/01/2019","D590227","69","15","14,1","CCD","true"
362,"yes","pano cephalo 2D","VILLA SISTEMI MEDICALI","STRATO X","06030835","2006","2010","SALLE PANORAMIQUE","Dec-2014-59-319-0253-01",,,"72","6","15","CCD","true"
379,"yes","pano cephalo 2D","PLANMECA","Pro Max ","RPX 252383","2016","2020","SALLE DE RADIOLOGIE","CODEP-LIL-2020-030407","04/06/2020","D590413","70","10","18","CCD","true"
392,"yes","pano cephalo 2D","SIRONA","Orthophos XG 5 Ceph","1508379","2011","2011","SALLE PANORAMIQUE","CODEP-LIL-2018-001391","09/01/2018","D590092","62","8","14,1","CCD","true"
407,"yes","pano cephalo 2D","PLANMECA","Proline XC","RTH073916","2007","2008","SALLE PANORAMIQUE","Dec-2008-59-481-0557-01","21/07/2008",,"80","12","18","CCD","true"
408,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","103457","2008","20088","SALLE PANORAMIQUE","Dec-2008-62-826-0237-01",,,"64","8","14,1","ERLM","true"
444,"yes","pano cephalo 2D","SIRONA","Orthophos XG 5 Ceph","82234","2007","2007","SALLE DE RADIOLOGIE","CODEP-LIL-2018-020662","02/05/2018","D590131","69","15","14,1","CCD","true"
445,"yes","pano cephalo 2D","SIRONA","Orthophos XG5 DS Cepha","03028","2005","2005","SALLE DE RADIOLOGIE","CODEP-LIL-2020-038885","05/08/2020","D590489","77","14","14,1","CCD","true"
460,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D cepha","49154","2012","2012","SALLE DE RADIOLOGIE","CODEP-LIL-2020-051928","25/10/2020","D590554","73","15","14,1","CCD","true"
525,"yes","pano cephalo 2D","INSTRUMENTARIUM","CEPH","REC 406214","2001",,"SALLE PANORAMIQUE","CODEP-LIL-2021-013955","18/03/2021","D590676","85","13","10","CCD","true"
595,"yes","pano cephalo 2D","SIRONA","Orthophos XG5","88273","2011",2012,"SALLE DE SOINS 2","Dec-2012-59-449-0877-01","24/07/2012",,"73","15","14","CCD","true"
602,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","85122","2010","2010","SALLE DE RADIOLOGIE","CODEP-LIL-2019-030808","08/07/2018","D590310","84","15","14,9","CCD","true"
603,"yes","pano cephalo 2D","SIRONA","Orthophos XG ","49373","2013","2013","SALLE DE RADIOLOGIE","CODEP-LIL-2020-035893","08/07/2020","D590437","73","15","14,1","CCD","true"
656,"yes","pano cephalo 2D","PLANMECA","Proline XC","RTH 060289","2005",,"SALLE PANORAMIQUE","CODEP-LIL-2020-036685","14/07/2020","D590452","64","5","18","CCD","true"
679,"yes","pano cephalo 2D","SIRONA","Orthophos XG 5 Ceph","92329","2017","2017","SALLE PANORAMIQUE","CODEP-LIL-2017-053215","19/12/2017","D590079","73","15","14,1","CCD","true"
686,"yes","pano cephalo 2D","SOREDEX","CRANEX D CEPH","B65548","2016","2016","SALLE PANORAMIQUE","CODEP-LIL-2017-005313","07/02/2017",,"85","10","17,6","CCD","true"
691,"yes","pano cephalo 2D","CARESTREAM","CS 8100 SC","FJXG 148","2017",,"SALLE PANORAMIQUE","CODEP-LIL-2019-012522","13/03/2019","D590262","73","10","10.8","CCD","true"
696,"yes","pano cephalo 2D","CARESTREAM","Kodak CS 9000","DCBI010","2015",2015,"SALLE PANORAMIQUE","CODEP-LIL-2016-019814","17/05/2016",,"78","10","13.4","CCD","true"
708,"yes","pano cephalo 2D","PLANMECA","Pro Max ","KPP16100111","2016","2017","SALLE PANORAMIQUE","Dec-2017-62-765-0536-01","27/03/2017",,"90","16","16.1","CCD","true"
741,"yes","pano cephalo 2D","PLANMECA","Pro Max ","RPX 244681","2013",,"SALLE PANORAMIQUE","CODEP-LIL-2020-059403","05/12/2020","D590613","70","13","17","CCD","true"
761,"yes","pano cephalo 2D","TROPHY","CS 8100 3D","GKXH050","2018","2018","SALLE PANORAMIQUE","CODEP-LIL-2021-041760",2021-09-09,"D590255","90","10","11,9","CCD","true"
765,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3D cepha","29180","2012","2012","SALLE DE RADIOLOGIE","CODEP-LIL-2020-050867","19/10/2020","D620139","69","15","14,1","CCD","true"
777,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","1080059","2019",2020,"SALLE PANORAMIQUE","DNPRX-LIL-2020-4040","03/07/2020","D590431","73","15","14,1","CCD","false"
790,"yes","pano cephalo 2D","SOREDEX","PP1","B65777","2016","2016","SALLE PANORAMIQUE"," CODEP-LIL-2017-01-0962"," 14/03/2017",,"85","10","11","CCD","true"
792,"yes","pano cephalo 2D","SIRONA","Orthophos XG 3","86254","2011","2011","SALLE PANORAMIQUE","CODEP-LIL-2017-011132","15/03/2017",,"73","15","14","CCD","true"
824,"yes","pano cephalo 2D","SOREDEX","PP1","B60424","2006","2007","SALLE PANORAMIQUE"," CODEP-DOUAI-0893-2007"," 23/05/2007",,"73","10","17,6","CCD","true"
829,"yes","pano cephalo 2D","SIRONA","Orthophos XG5","DS04590","2006","2006","SALLE DE SOINS","DEC-2006-59-9-0256-01","26/10/2006",,"90","15","14.1","CCD","true"
859,"yes","pano cephalo 2D","PLANMECA","Proline PM 2002 CC","RTF 012645","2001",,"SALLE PANORAMIQUE","CODEP-LIL-2021-011278","02/03/2021","D590669","70","12","23","CCD","true"
882,"yes","pano cephalo 2D","PLANMECA","Pro Max ","KPP19080161","2019","2019","SALLE PANORAMIQUE","DNPRX-LIL-2020-0194","06/01/2020","D620101","90","16","16,2","CCD","true"
884,"yes","pano cephalo 2D","SIRONA","Galileos","44500","2009","2009","SALLE DE RADIOLOGIE","CODEP-LIL-2020-051446","21/10/2020","D620311","69","15","14,1","CCD","true"
886,"yes","pano cephalo 2D","PLANMECA","Proline XC","XC 428642","2007","2007","SALLE DE RADIOLOGIE","CODEP-LIL-2020-035501","06/07/2020","D620242","80","8","18","CCD","true"
